Ordrenr.;t;Afsluttet ord.;Projektnr.;Navn;Kundeinfo;Prio.;Niveau;Varenummer;Navn;Startperiode;Afsluttet vare;Plan. antal;Rap. ant.;R;Status;Op.;Prod.grp.;Op. beskrivelse;Start;Afsluttet;Plan. antal;Rap. ant.;R;Plan. tid;Rap.tid;Rapp.nr.;oprettet
242757-1;12-05-2016;12-05-2016;;;Bila A/S;9;0;10000011;0130530-99-4205;12-05-2016;12-05-2016;1;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;12-05-2016;12-05-2016;1;0; ;0;0;294;
242757-2;12-05-2016;12-05-2016;;;Bila A/S;9;0;10000009;0130530-99-4142;12-05-2016;12-05-2016;1;; ;1;10;B01-1;Arbejde;12-05-2016;12-05-2016;1;0; ;0;0;300;
242757-2;12-05-2016;12-05-2016;;;Bila A/S;9;0;10000009;0130530-99-4142;12-05-2016;12-05-2016;1;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;12-05-2016;12-05-2016;1;0; ;0;0;298;
242757-3;12-05-2016;12-05-2016;;;Bila A/S;9;0;10000010;0130530-99-4201;12-05-2016;12-05-2016;1;; ;1;10;B01-1;Arbejde;12-05-2016;12-05-2016;1;0; ;0;0;304;
242757-3;12-05-2016;12-05-2016;;;Bila A/S;9;0;10000010;0130530-99-4201;12-05-2016;12-05-2016;1;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;12-05-2016;12-05-2016;1;0; ;0;0;302;
242759;18-05-2016;18-05-2016;;;Grundfos  A/S;9;0;V70074486;V70074486;18-05-2016;18-05-2016;5;; ;1;10;G01-1;Fremstilling og bearbejdning;18-05-2016;18-05-2016;5;0; ;0;0;162;
242759;18-05-2016;18-05-2016;;;Grundfos  A/S;9;0;V70074486;V70074486;18-05-2016;18-05-2016;5;; ;1;20;G01-2;Ubemandet maskintid;18-05-2016;18-05-2016;5;0; ;0;0;160;
242759;18-05-2016;18-05-2016;;;Grundfos  A/S;9;0;V70074486;V70074486;18-05-2016;18-05-2016;5;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;18-05-2016;18-05-2016;5;0; ;0;0;158;
242762;27-05-2016;27-05-2016;;;CeramicSpeed;9;0;242762;DV SRAM Cages;27-05-2016;27-05-2016;1;; ;1;10;C01-1;Fremstilling og bearbejdning;27-05-2016;27-05-2016;1;0; ;0;0;574;
242762;27-05-2016;27-05-2016;;;CeramicSpeed;9;0;242762;DV SRAM Cages;27-05-2016;27-05-2016;1;; ;1;20;C01-2;Ubemandet maskintid;27-05-2016;27-05-2016;1;0; ;0;0;572;
242762;27-05-2016;27-05-2016;;;CeramicSpeed;9;0;242762;DV SRAM Cages;27-05-2016;27-05-2016;1;; ;1;30;C01-Ø;Q-kort, fejl og efterjusteringer;27-05-2016;27-05-2016;1;0; ;0;0;570;
242766-1;23-05-2016;23-05-2016;;;Grundfos  A/S;9;0;V70093400;V70093400;23-05-2016;23-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;23-05-2016;23-05-2016;1;0; ;0;0;138;
242766-1;23-05-2016;23-05-2016;;;Grundfos  A/S;9;0;V70093400;V70093400;23-05-2016;23-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;23-05-2016;23-05-2016;1;0; ;0;0;136;
242766-1;23-05-2016;23-05-2016;;;Grundfos  A/S;9;0;V70093400;V70093400;23-05-2016;23-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;23-05-2016;23-05-2016;1;0; ;0;0;134;
242768;02-06-2016;02-06-2016;;;Kunststof-kemi A/S;9;0;TV242768 /8223;MAXI - Prinsesse;02-06-2016;02-06-2016;3;; ;1;10;VFS-01;Projekt opstart og konstruktion;02-06-2016;02-06-2016;3;0; ;0;0;676;
242768;02-06-2016;02-06-2016;;;Kunststof-kemi A/S;9;0;TV242768 /8223;MAXI - Prinsesse;02-06-2016;02-06-2016;3;; ;1;20;VFS-02;Programmer, fremstille i værksted ;02-06-2016;02-06-2016;3;0; ;0;0;674;
242768;02-06-2016;02-06-2016;;;Kunststof-kemi A/S;9;0;TV242768 /8223;MAXI - Prinsesse;02-06-2016;02-06-2016;3;; ;1;30;VFS-03;Ubemandet maskintid;02-06-2016;02-06-2016;3;0; ;0;0;672;
242768;02-06-2016;02-06-2016;;;Kunststof-kemi A/S;9;0;TV242768 /8223;MAXI - Prinsesse;02-06-2016;02-06-2016;3;; ;1;40;VFS-Ø;Interne fejl og efterjustering U/B;02-06-2016;02-06-2016;3;0; ;0;0;670;
242769;16-05-2016;16-05-2016;;;Grundfos  A/S;9;0;US.511584;Service af us.511584;16-05-2016;16-05-2016;1;; ;1;10;SVH-01;Afmontering, montering ect.;16-05-2016;16-05-2016;1;0; ;0;0;498;
242769;16-05-2016;16-05-2016;;;Grundfos  A/S;9;0;US.511584;Service af us.511584;16-05-2016;16-05-2016;1;; ;1;20;SVH-02;Slibning, renovering af dele;16-05-2016;16-05-2016;1;0; ;0;0;496;
242769;16-05-2016;16-05-2016;;;Grundfos  A/S;9;0;US.511584;Service af us.511584;16-05-2016;16-05-2016;1;; ;1;30;SVH-Ø;Interne fejl og efterjustering U/B;16-05-2016;16-05-2016;1;0; ;0;0;494;
242769;16-05-2016;16-05-2016;;;Grundfos  A/S;9;0;US.511584;Service af us.511584;16-05-2016;16-05-2016;1;; ;1;40;USVH-03;Job og opgaver uden for SVH;16-05-2016;16-05-2016;1;0; ;0;0;492;
242770;07-06-2016;07-06-2016;;;Grundfos  A/S;9;0;V7145438;Løfteklo CR2-4;07-06-2016;07-06-2016;50;; ;1;10;G01-1;Fremstilling og bearbejdning;07-06-2016;07-06-2016;50;0; ;0;0;126;
242770;07-06-2016;07-06-2016;;;Grundfos  A/S;9;0;V7145438;Løfteklo CR2-4;07-06-2016;07-06-2016;50;; ;1;20;G01-2;Ubemandet maskintid;07-06-2016;07-06-2016;50;0; ;0;0;124;
242770;07-06-2016;07-06-2016;;;Grundfos  A/S;9;0;V7145438;Løfteklo CR2-4;07-06-2016;07-06-2016;50;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;07-06-2016;07-06-2016;50;0; ;0;0;122;
242771-4;13-05-2016;13-05-2016;;;Grundfos  A/S;9;0;V7208698;V7208698;13-05-2016;13-05-2016;2;; ;1;20;G01-2;Ubemandet maskintid;13-05-2016;13-05-2016;2;0; ;0;0;118;
242771-4;13-05-2016;13-05-2016;;;Grundfos  A/S;9;0;V7208698;V7208698;13-05-2016;13-05-2016;2;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;13-05-2016;13-05-2016;2;0; ;0;0;116;
242772;13-06-2016;13-06-2016;;;Grundfos  A/S;9;0;V7145438;Løfteklo CR2-4;13-06-2016;13-06-2016;24;; ;1;10;G01-1;Fremstilling og bearbejdning;13-06-2016;13-06-2016;24;0; ;0;0;96;
242772;13-06-2016;13-06-2016;;;Grundfos  A/S;9;0;V7145438;Løfteklo CR2-4;13-06-2016;13-06-2016;24;; ;1;20;G01-2;Ubemandet maskintid;13-06-2016;13-06-2016;24;0; ;0;0;94;
242772;13-06-2016;13-06-2016;;;Grundfos  A/S;9;0;V7145438;Løfteklo CR2-4;13-06-2016;13-06-2016;24;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;13-06-2016;13-06-2016;24;0; ;0;0;92;
242775;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;US.273936;US.273936;10-05-2016;10-05-2016;1;; ;1;10;SVH-01;Afmontering, montering ect.;10-05-2016;10-05-2016;1;0; ;0;0;582;
242775;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;US.273936;US.273936;10-05-2016;10-05-2016;1;; ;1;20;SVH-02;Slibning, renovering af dele;10-05-2016;10-05-2016;1;0; ;0;0;580;
242775;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;US.273936;US.273936;10-05-2016;10-05-2016;1;; ;1;30;SVH-Ø;Interne fejl og efterjustering U/B;10-05-2016;10-05-2016;1;0; ;0;0;578;
242775;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;US.273936;US.273936;10-05-2016;10-05-2016;1;; ;1;40;USVH-03;Job og opgaver uden for SVH;10-05-2016;10-05-2016;1;0; ;0;0;576;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;10;RSO-01;Projekt, konstruktion og opstart;10-05-2016;10-05-2016;1;0; ;0;0;774;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;20;RSO-02;CNC programmer (alt programmering);10-05-2016;10-05-2016;1;0; ;0;0;772;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;30;RSO-03;CNC maskine - fræse (bemandet);10-05-2016;10-05-2016;1;0; ;0;0;770;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;40;RSO-04;CNC maskine - dreje (bemandet);10-05-2016;10-05-2016;1;0; ;0;0;768;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;50;RSO-05;Elektrode og sænkgnist (bemandet);10-05-2016;10-05-2016;1;0; ;0;0;766;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;60;RSO-06;CNC maskine - Trådgnist (bemandet);10-05-2016;10-05-2016;1;0; ;0;0;764;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;70;RSO-07;Ubemandet maskintid (alle maskiner);10-05-2016;10-05-2016;1;0; ;0;0;762;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;80;RSO-08;Slibemaskiner, rund og planslibning;10-05-2016;10-05-2016;1;0; ;0;0;760;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;90;RSO-09;Diverse arbejde og manuelle maskine;10-05-2016;10-05-2016;1;0; ;0;0;758;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;100;RSO-10;Lasersvejsning og andet svejsning;10-05-2016;10-05-2016;1;0; ;0;0;756;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;110;RSO-11;Opmålinger i målerum;10-05-2016;10-05-2016;1;0; ;0;0;754;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;120;RSO-12;Afmontering, tilpasning og samle;10-05-2016;10-05-2016;1;0; ;0;0;752;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;130;RSO-13;Overarbejde (alt overarbejde);10-05-2016;10-05-2016;1;0; ;0;0;750;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;140;RSO-14;Arbejde vedr. støbning;10-05-2016;10-05-2016;1;0; ;0;0;748;
242776;10-05-2016;10-05-2016;;;Grundfos  A/S;9;0;RSO;Renovering og service opgaver;10-05-2016;10-05-2016;1;; ;1;150;RSO-Ø;Interne fejl og efterjustering U/B;10-05-2016;10-05-2016;1;0; ;0;0;746;
242777;19-05-2016;19-05-2016;;;Bila A/S;9;0;X0012193_B;X0012193_B;19-05-2016;19-05-2016;8;; ;1;10;B01-1;Arbejde;19-05-2016;19-05-2016;8;0; ;0;0;744;
242777;19-05-2016;19-05-2016;;;Bila A/S;9;0;X0012193_B;X0012193_B;19-05-2016;19-05-2016;8;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;19-05-2016;19-05-2016;8;0; ;0;0;742;
242778-1;17-05-2016;17-05-2016;;;Grundfos  A/S;9;0;V70213523;Upper die;17-05-2016;17-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;17-05-2016;17-05-2016;1;0; ;0;0;780;
242778-1;17-05-2016;17-05-2016;;;Grundfos  A/S;9;0;V70213523;Upper die;17-05-2016;17-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;17-05-2016;17-05-2016;1;0; ;0;0;778;
242778-1;17-05-2016;17-05-2016;;;Grundfos  A/S;9;0;V70213523;Upper die;17-05-2016;17-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;17-05-2016;17-05-2016;1;0; ;0;0;776;
242778-2;17-05-2016;17-05-2016;;;Grundfos  A/S;9;0;V70213032;Lower punch;17-05-2016;17-05-2016;1;; ;1;10;G01-1;Fremstilling og bearbejdning;17-05-2016;17-05-2016;1;0; ;0;0;786;
242778-2;17-05-2016;17-05-2016;;;Grundfos  A/S;9;0;V70213032;Lower punch;17-05-2016;17-05-2016;1;; ;1;20;G01-2;Ubemandet maskintid;17-05-2016;17-05-2016;1;0; ;0;0;784;
242778-2;17-05-2016;17-05-2016;;;Grundfos  A/S;9;0;V70213032;Lower punch;17-05-2016;17-05-2016;1;; ;1;30;G01-Ø;Interne fejl og efterjustering U/B;17-05-2016;17-05-2016;1;0; ;0;0;782;
242781;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;US.285367;us.285367;03-06-2016;03-06-2016;1;; ;1;10;SVH-01;Afmontering, montering ect.;03-06-2016;03-06-2016;1;0; ;0;0;818;
242781;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;US.285367;us.285367;03-06-2016;03-06-2016;1;; ;1;20;SVH-02;Slibning, renovering af dele;03-06-2016;03-06-2016;1;0; ;0;0;816;
242781;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;US.285367;us.285367;03-06-2016;03-06-2016;1;; ;1;30;SVH-Ø;Interne fejl og efterjustering U/B;03-06-2016;03-06-2016;1;0; ;0;0;814;
242781;03-06-2016;03-06-2016;;;Grundfos  A/S;9;0;US.285367;us.285367;03-06-2016;03-06-2016;1;; ;1;40;USVH-03;Job og opgaver uden for SVH;03-06-2016;03-06-2016;1;0; ;0;0;812;
242782;15-06-2016;15-06-2016;;;Grundfos  A/S;9;0;US.542187;us.542187;15-06-2016;15-06-2016;1;; ;1;10;SVH-01;Afmontering, montering ect.;15-06-2016;15-06-2016;1;0; ;0;0;826;
242782;15-06-2016;15-06-2016;;;Grundfos  A/S;9;0;US.542187;us.542187;15-06-2016;15-06-2016;1;; ;1;20;SVH-02;Slibning, renovering af dele;15-06-2016;15-06-2016;1;0; ;0;0;824;
242782;15-06-2016;15-06-2016;;;Grundfos  A/S;9;0;US.542187;us.542187;15-06-2016;15-06-2016;1;; ;1;30;SVH-Ø;Interne fejl og efterjustering U/B;15-06-2016;15-06-2016;1;0; ;0;0;822;
242782;15-06-2016;15-06-2016;;;Grundfos  A/S;9;0;US.542187;us.542187;15-06-2016;15-06-2016;1;; ;1;40;USVH-03;Job og opgaver uden for SVH;15-06-2016;15-06-2016;1;0; ;0;0;820;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;10;RSO-01;Projekt, konstruktion og opstart;10-06-2016;10-06-2016;1;0; ;0;0;856;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;20;RSO-02;CNC programmer (alt programmering);10-06-2016;10-06-2016;1;0; ;0;0;854;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;30;RSO-03;CNC maskine - fræse (bemandet);10-06-2016;10-06-2016;1;0; ;0;0;852;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;40;RSO-04;CNC maskine - dreje (bemandet);10-06-2016;10-06-2016;1;0; ;0;0;850;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;50;RSO-05;Elektrode og sænkgnist (bemandet);10-06-2016;10-06-2016;1;0; ;0;0;848;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;60;RSO-06;CNC maskine - Trådgnist (bemandet);10-06-2016;10-06-2016;1;0; ;0;0;846;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;70;RSO-07;Ubemandet maskintid (alle maskiner);10-06-2016;10-06-2016;1;0; ;0;0;844;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;80;RSO-08;Slibemaskiner, rund og planslibning;10-06-2016;10-06-2016;1;0; ;0;0;842;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;90;RSO-09;Diverse arbejde og manuelle maskine;10-06-2016;10-06-2016;1;0; ;0;0;840;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;100;RSO-10;Lasersvejsning og andet svejsning;10-06-2016;10-06-2016;1;0; ;0;0;838;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;110;RSO-11;Opmålinger i målerum;10-06-2016;10-06-2016;1;0; ;0;0;836;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;120;RSO-12;Afmontering, tilpasning og samle;10-06-2016;10-06-2016;1;0; ;0;0;834;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;130;RSO-13;Overarbejde (alt overarbejde);10-06-2016;10-06-2016;1;0; ;0;0;832;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;140;RSO-14;Arbejde vedr. støbning;10-06-2016;10-06-2016;1;0; ;0;0;830;
242783;10-06-2016;10-06-2016;;;Vikan A/S;9;0;242783;Ny udstøder kontakt;10-06-2016;10-06-2016;1;; ;1;150;RSO-Ø;Interne fejl og efterjustering U/B;10-06-2016;10-06-2016;1;0; ;0;0;828;
242784-1;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000070;0130094-99-1116;20-05-2016;20-05-2016;8;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;8;0; ;0;0;860;
242784-1;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000070;0130094-99-1116;20-05-2016;20-05-2016;8;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;8;0; ;0;0;858;
242784-10;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000079;0152999-99-0018;20-05-2016;20-05-2016;16;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;16;0; ;0;0;896;
242784-10;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000079;0152999-99-0018;20-05-2016;20-05-2016;16;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;16;0; ;0;0;894;
242784-11;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000080;0130094-99-1092;20-05-2016;20-05-2016;8;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;8;0; ;0;0;900;
242784-11;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000080;0130094-99-1092;20-05-2016;20-05-2016;8;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;8;0; ;0;0;898;
242784-2;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000071;0152999-99-0036;20-05-2016;20-05-2016;8;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;8;0; ;0;0;864;
242784-2;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000071;0152999-99-0036;20-05-2016;20-05-2016;8;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;8;0; ;0;0;862;
242784-3;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000072;0152999-99-0020;20-05-2016;20-05-2016;16;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;16;0; ;0;0;868;
242784-3;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000072;0152999-99-0020;20-05-2016;20-05-2016;16;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;16;0; ;0;0;866;
242784-4;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000073;0130094-99-1133;20-05-2016;20-05-2016;16;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;16;0; ;0;0;872;
242784-4;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000073;0130094-99-1133;20-05-2016;20-05-2016;16;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;16;0; ;0;0;870;
242784-5;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000074;0152999-99-0037;20-05-2016;20-05-2016;48;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;48;0; ;0;0;876;
242784-5;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000074;0152999-99-0037;20-05-2016;20-05-2016;48;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;48;0; ;0;0;874;
242784-6;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000075;0152999-99-0023;20-05-2016;20-05-2016;16;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;16;0; ;0;0;880;
242784-6;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000075;0152999-99-0023;20-05-2016;20-05-2016;16;; ;1;20;B01-Ø;Interne fejl og efterjustering U/B;20-05-2016;20-05-2016;16;0; ;0;0;878;
242784-7;20-05-2016;20-05-2016;;;Bila A/S;9;0;10000076;0152999-99-0017;20-05-2016;20-05-2016;16;; ;1;10;B01-1;Arbejde;20-05-2016;20-05-2016;16;0; ;0;0;884;
